Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Vitamin A and carotenoid metabolism	1/39	0.5069209846837865	0.6472706926472392	0	0	1.4409732431637754	0.9789974177907556	RXRA
FRS2-mediated cascade	1/39	0.5069209846837865	0.6472706926472392	0	0	1.4409732431637754	0.9789974177907556	MAP2K2
G13 signaling pathway	1/39	0.5069209846837865	0.6472706926472392	0	0	1.4409732431637754	0.9789974177907556	CFL2
HIV-1 transcription initiation	1/39	0.5069209846837865	0.6472706926472392	0	0	1.4409732431637754	0.9789974177907556	POLR2J
Innate immune system	6/319	0.5114381074324298	0.6518511151093332	0	0	1.0495886468336215	0.7037793140437558	MAP2K3;LGALS3;MAP2K2;UBC;UBA52;BCL2L1
Integrated breast cancer pathway	3/152	0.515575232081033	0.6550146850029529	0	0	1.1024055501093433	0.7303128604701794	GSK3A;CDH1;ZMYND8
PAC1 receptor pathway	1/40	0.5157890244245792	0.6550146850029529	0	0	1.4039535883111303	0.9294979529583693	PRKCH
Generic transcription pathway	7/377	0.5172208946859227	0.6556452932637102	0	0	1.035757063882064	0.6828593374784651	RXRA;TBL1XR1;UBC;ZNF304;MED27;UBA52;MAMLD1
Bioactive peptide-induced signaling pathway	1/41	0.5244980080170865	0.6626890219137831	0	0	1.3687849162011174	0.8832955890016376	MAP2K2
Interleukin-4 regulation of apoptosis	5/267	0.5246681985194717	0.6626890219137831	0	0	1.0447125544486136	0.6738283345822238	GZMA;S1PR1;NKG7;GZMB;RAB11B
Wnt signaling pathway and pluripotency	2/98	0.5275223513934435	0.6650956264870573	0	0	1.1405812324929971	0.7294747435332067	PRKCH;PPP2R2B
Myometrial relaxation and contraction pathways	3/155	0.528720451104735	0.6654094007619734	0	0	1.080481224127735	0.6885857513278645	MYL4;RYR1;PRKCH
Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)	1/42	0.5330507804178467	0.6660759306112487	0	0	1.3353317890720806	0.8401087543193486	PDGFRB
TWEAK signaling pathway	1/42	0.5330507804178467	0.6660759306112487	0	0	1.3353317890720806	0.8401087543193486	AKT2
Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling	1/42	0.5330507804178467	0.6660759306112487	0	0	1.3353317890720806	0.8401087543193486	PDGFRB
Eukaryotic transcription initiation	1/42	0.5330507804178467	0.6660759306112487	0	0	1.3353317890720806	0.8401087543193486	POLR2J
Pyrimidine metabolism	2/100	0.5384066426065464	0.6715712748526494	0	0	1.1171897330360716	0.6916981506576924	ENTPD5;POLR2J
Mitotic prometaphase	1/43	0.5414501358893758	0.6734847414775404	0	0	1.3034716679968077	0.7996854757660365	CDC20
RNA polymerase II transcription	2/101	0.5437836857008387	0.6734847414775404	0	0	1.1058483999660471	0.673686989740171	TCEA1;POLR2J
TNF-alpha signaling pathway	2/101	0.5437836857008387	0.6734847414775404	0	0	1.1058483999660471	0.673686989740171	MAP2K3;BCL2L1
GnRH signaling pathway	2/101	0.5437836857008387	0.6734847414775404	0	0	1.1058483999660471	0.673686989740171	MAP2K3;MAP2K2
ERBB2/ERBB3 signaling events	1/44	0.5496988188575372	0.6760331088054976	0	0	1.273093413018059	0.7617996872676203	MAP2K2
HNF3A pathway	1/44	0.5496988188575372	0.6760331088054976	0	0	1.273093413018059	0.7617996872676203	NFIA
Heart development	1/44	0.5496988188575372	0.6760331088054976	0	0	1.273093413018059	0.7617996872676203	NFATC3
Interactions of HIV Vpr protein with host cellular proteins	1/44	0.5496988188575372	0.6760331088054976	0	0	1.273093413018059	0.7617996872676203	NUP107
RNA polymerase III transcription	1/45	0.5577995246827907	0.6765008076170178	0	0	1.2440959878110716	0.7262480693889691	NFIA
RhoA signaling pathway	1/45	0.5577995246827907	0.6765008076170178	0	0	1.2440959878110716	0.7262480693889691	MAP2K3
Deposition of new CENP-A-containing nucleosomes at the centromere	1/45	0.5577995246827907	0.6765008076170178	0	0	1.2440959878110716	0.7262480693889691	CENPK
Wnt interactions in lipid metabolism and immune response	1/45	0.5577995246827907	0.6765008076170178	0	0	1.2440959878110716	0.7262480693889691	PDCL
G alpha (z) signaling events	1/45	0.5577995246827907	0.6765008076170178	0	0	1.2440959878110716	0.7262480693889691	PRKCH
Integrin-linked kinase signaling	1/45	0.5577995246827907	0.6765008076170178	0	0	1.2440959878110716	0.7262480693889691	NACA
Interleukin-3 signaling pathway	1/45	0.5577995246827907	0.6765008076170178	0	0	1.2440959878110716	0.7262480693889691	BCL2L1
Interleukin-3, interleukin-5, and GM-CSF signaling	1/45	0.5577995246827907	0.6765008076170178	0	0	1.2440959878110716	0.7262480693889691	IL2RB
Interleukin-4 signaling pathway	2/104	0.5596521893231987	0.6775754485588296	0	0	1.0731586752348	0.6229039839673837	AKT2;BCL2L1
RhoA activity regulation	1/46	0.5657549007400335	0.6816790954656818	0	0	1.216387337057728	0.6928473328610513	ARHGEF12
Syndecan 1 pathway	1/46	0.5657549007400335	0.6816790954656818	0	0	1.216387337057728	0.6928473328610513	PPIB
Purine metabolism	3/164	0.566929947058321	0.6816790954656818	0	0	1.0196105799427735	0.5786489202209697	ENTPD5;GMPR;POLR2J
Immune system signaling by interferons, interleukins, prolactin, and growth hormones	5/280	0.5669314017924287	0.6816790954656818	0	0	0.9946584488957371	0.5644855461845472	NUP107;MAP2K2;UBC;IL2RB;UBA52
ABC transporters	1/47	0.5735675471967095	0.6849588595994777	0	0	1.189883410250182	0.6614318769037258	ABCG2
Regulation of NFAT transcription factors	1/47	0.5735675471967095	0.6849588595994777	0	0	1.189883410250182	0.6614318769037258	NFATC3
LKB1 signaling events	1/47	0.5735675471967095	0.6849588595994777	0	0	1.189883410250182	0.6614318769037258	SIK3
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	1/47	0.5735675471967095	0.6849588595994777	0	0	1.189883410250182	0.6614318769037258	BCL2L1
Post-translational regulation of adherens junction stability and disassembly	1/48	0.5812400176650083	0.6882588722688697	0	0	1.1645073101152978	0.6318517636587567	CDH1
Diurnally regulated genes with circadian orthologs	1/48	0.5812400176650083	0.6882588722688697	0	0	1.1645073101152978	0.6318517636587567	CRY2
Energy metabolism	1/48	0.5812400176650083	0.6882588722688697	0	0	1.1645073101152978	0.6318517636587567	RXRA
HES/HEY pathway	1/48	0.5812400176650083	0.6882588722688697	0	0	1.1645073101152978	0.6318517636587567	GATA1
N-glycan biosynthesis	1/48	0.5812400176650083	0.6882588722688697	0	0	1.1645073101152978	0.6318517636587567	DPM2
Interferon signaling	3/168	0.583292114986552	0.6895240684748278	0	0	0.994688457609806	0.5362038851635016	NUP107;UBC;UBA52
Signaling by interleukins	2/109	0.5852164673993238	0.6901858681030844	0	0	1.02274928663054	0.5479619347003193	MAP2K2;IL2RB
Arf6 integrin-mediated signaling pathway	1/49	0.588774820436012	0.6901858681030844	0	0	1.1401885474860336	0.6039709591904643	CDH1
Ceramide signaling pathway	1/49	0.588774820436012	0.6901858681030844	0	0	1.1401885474860336	0.6039709591904643	MAP2K2
Glycerolipid metabolism	1/49	0.588774820436012	0.6901858681030844	0	0	1.1401885474860336	0.6039709591904643	MBOAT2
Muscle contraction	1/49	0.588774820436012	0.6901858681030844	0	0	1.1401885474860336	0.6039709591904643	MYL4
Malaria	1/51	0.6034412322253949	0.7038474272712177	0	0	1.0944692737430168	0.5528236771273038	CD81
Metabolism of vitamins and cofactors	1/51	0.6034412322253949	0.7038474272712177	0	0	1.0944692737430168	0.5528236771273038	SLC2A1
Nuclear receptor transcription pathway	1/51	0.6034412322253949	0.7038474272712177	0	0	1.0944692737430168	0.5528236771273038	RXRA
Pyruvate metabolism	1/52	0.6105776370436801	0.7083202550478543	0	0	1.0729543213933619	0.5293418255250655	SLC16A1
Signaling events mediated by PTP1B	1/52	0.6105776370436801	0.7083202550478543	0	0	1.0729543213933619	0.5293418255250655	PDGFRB
Signaling events mediated by stem cell factor receptor (c-Kit)	1/52	0.6105776370436801	0.7083202550478543	0	0	1.0729543213933619	0.5293418255250655	MAP2K2
Carbohydrate metabolism	4/235	0.6113177664820997	0.7083202550478543	0	0	0.946771538320834	0.46594261008417837	RPIA;NUP107;B3GNT7;SLC2A1
Androgen receptor regulation of biosynthesis and transcription	1/53	0.6175859670835269	0.7132253095972856	0	0	1.0522668672110014	0.5071263395200403	RXRA
JNK/MAPK pathway	1/53	0.6175859670835269	0.7132253095972856	0	0	1.0522668672110014	0.5071263395200403	NFATC3
Calcium signaling pathway	3/178	0.6224448206307991	0.7176269322886293	0	0	0.9373675762439807	0.44440624547910546	PDGFRB;RYR1;CHP1
RANKL signaling pathway	1/54	0.6244685145450269	0.7176269322886293	0	0	1.0323600716770318	0.48609124883889776	AKT2
Kit receptor signaling pathway	1/54	0.6244685145450269	0.7176269322886293	0	0	1.0323600716770318	0.48609124883889776	MAP2K2
p53 activity regulation	2/118	0.6284313720050868	0.720999004542661	0	0	0.9429633922534532	0.438033323220696	USP7;SESN3
Transport of mature transcript to cytoplasm	1/55	0.6312275307577507	0.7218442072776236	0	0	1.0131905648665425	0.4661577262641914	NUP107
Vibrio cholerae infection	1/55	0.6312275307577507	0.7218442072776236	0	0	1.0131905648665425	0.4661577262641914	ATP6V1E2
Transcription	3/181	0.6336906778851223	0.723480725077314	0	0	0.9214272187855069	0.42034987582554745	NFIA;TCEA1;POLR2J
G alpha s pathway	2/120	0.6375467956207453	0.7258823440747942	0	0	0.9268860086407444	0.4172169743097186	MAP2K3;MAP2K2
Thromboxane A2 receptor signaling	1/56	0.6378652267476081	0.7258823440747942	0	0	0.9947181310309802	0.44725338373374496	PRKCH
Lysosome	2/121	0.6420384256941483	0.7273961767194548	0	0	0.9190499729303486	0.40723759029644585	DNASE2;CTSE
Notch signaling pathway	2/121	0.6420384256941483	0.7273961767194548	0	0	0.9190499729303486	0.40723759029644585	FURIN;BCL2L1
Pathogenic Escherichia coli infection	1/57	0.6443837742407724	0.7273961767194548	0	0	0.9769054269752594	0.4293116479216662	CDH1
Inositol phosphate metabolism	1/57	0.6443837742407724	0.7273961767194548	0	0	0.9769054269752594	0.4293116479216662	MINPP1
Mechanism of gene regulation by peroxisome proliferators via PPAR-alpha	1/57	0.6443837742407724	0.7273961767194548	0	0	0.9769054269752594	0.4293116479216662	RXRA
Lipid and lipoprotein metabolism	8/489	0.6540916223196845	0.7371675679197731	0	0	0.9078901386593694	0.38540648357833973	ELOVL1;RXRA;TBL1XR1;VAPB;MBOAT2;MED27;LPIN2;PNPLA2
Factors involved in megakaryocyte development and platelet production	2/125	0.6595671809669534	0.7421454155021417	0	0	0.8889799822367972	0.3699680842256853	KIF4A;GATA1
RAGE pathway	1/60	0.6632456646389274	0.7445636402397882	0	0	0.9270902376668876	0.3806723579549472	ID2
Neurotrophin signaling pathway	2/126	0.6638406207558739	0.7445636402397882	0	0	0.8817656094695943	0.3612709983067744	MAP2K2;AKT2
Transmission across chemical synapses	3/190	0.666019340628828	0.7458139900651891	0	0	0.8766748783272247	0.35631272957076204	GAD1;AP2B1;AP2M1
Spliceosome	2/127	0.6680708693886404	0.7469181490294049	0	0	0.8746666666666667	0.3528064381039092	SNRPD2;SRSF8
FGF signaling pathway	1/61	0.6693085695135129	0.7471103618295741	0	0	0.9115921787709497	0.36601345342234654	CDH1
Shigellosis	1/62	0.6752626161723754	0.7513636411695797	0	0	0.8966022529535672	0.3520541048811796	WASF2
Colorectal cancer	1/62	0.6752626161723754	0.7513636411695797	0	0	0.8966022529535672	0.3520541048811796	AKT2
Cell-cell communication	2/129	0.676402476572184	0.7514392013900174	0	0	0.8608041641853592	0.33654602214335017	CDH1;CD2AP
Collagen biosynthesis and modifying enzymes	1/64	0.6868518968480858	0.7618404741938419	0	0	0.86805001330141	0.32607134655706516	PPIB
Adipogenesis	2/133	0.6925553361117792	0.7669530657414807	0	0	0.8343490067782838	0.30651240535367197	RXRA;LPIN2
Retinoblastoma protein regulation	1/66	0.6980286860124111	0.7669562835340127	0	0	0.841254834550924	0.3024269737320167	E2F2
Beta-1 integrin cell surface interactions	1/66	0.6980286860124111	0.7669562835340127	0	0	0.841254834550924	0.3024269737320167	CD81
Semaphorin interactions	1/66	0.6980286860124111	0.7669562835340127	0	0	0.841254834550924	0.3024269737320167	ARHGEF12
Thyroid-stimulating hormone signaling pathway	1/66	0.6980286860124111	0.7669562835340127	0	0	0.841254834550924	0.3024269737320167	MAP2K3
Endochondral ossification	1/66	0.6980286860124111	0.7669562835340127	0	0	0.841254834550924	0.3024269737320167	RUNX3
Cytokine-cytokine receptor interaction	4/265	0.7034062462144659	0.7681158281218806	0	0	0.8366520964869678	0.2943515086307711	PDGFRB;CXCR3;IL2RB;CCR5
T cell receptor signaling in naive CD4+ T cells	1/67	0.7034669923741046	0.7681158281218806	0	0	0.8284662265109193	0.29140000704833197	CD3E
Telomerase regulation	1/67	0.7034669923741046	0.7681158281218806	0	0	0.8284662265109193	0.29140000704833197	PTGES3
cAMP cell motility pathway inferred from amoeba model	1/67	0.7034669923741046	0.7681158281218806	0	0	0.8284662265109193	0.29140000704833197	RPS4X
Adrenergic pathway	2/137	0.7080386290399192	0.7715437044315535	0	0	0.8094615624027389	0.2794719679004906	PRKCH;AKT2
Epithelial cell signaling in Helicobacter pylori infection	1/68	0.7088076257545228	0.7715437044315535	0	0	0.8160593679646461	0.28086406752890364	ATP6V1E2
NFAT involvement in hypertrophy of the heart	1/69	0.7140523353927117	0.775632600933182	0	0	0.804017417022675	0.27079227848556553	NFATC3
Platelet activation, signaling and aggregation	3/205	0.7151901800450542	0.775632600933182	0	0	0.8109494938257871	0.2718357730923854	PRKCH;HSPA5;AKT2
AP-1 transcription factor network	1/70	0.7192028396670019	0.775632600933182	0	0	0.792324508136993	0.2611595449176412	NFATC3
Signaling events mediated by HDAC class I	1/70	0.7192028396670019	0.775632600933182	0	0	0.792324508136993	0.2611595449176412	GATA1
NCAM signaling for neurite out-growth	1/70	0.7192028396670019	0.775632600933182	0	0	0.792324508136993	0.2611595449176412	MAP2K2
Nucleotide metabolism	1/70	0.7192028396670019	0.775632600933182	0	0	0.792324508136993	0.2611595449176412	GMPR
Viral myocarditis	1/71	0.7242608259236123	0.7798876174692047	0	0	0.7809656823623304	0.2519424145427141	PRF1
Sphingolipid metabolism	1/72	0.7292279514838507	0.7840318926229743	0	0	0.7699268235108978	0.24311895014492785	VAPB
Interleukin-5 regulation of apoptosis	2/144	0.7335672922529409	0.7874895434445812	0	0	0.7692823608316566	0.2383513266972052	ID2;PIM1
E2F transcription factor network	1/74	0.7388961025113587	0.7907880425350573	0	0	0.7487564092752735	0.22657216192281246	E2F2
Integrins in angiogenesis	1/74	0.7388961025113587	0.7907880425350573	0	0	0.7487564092752735	0.22657216192281246	EDIL3
Calcium regulation in the cardiac cell	2/149	0.7506212111881544	0.8019489355807616	0	0	0.7429257417252615	0.21311132004860758	RYR1;PRKCH
G alpha (12/13) signaling events	1/77	0.7527566328275908	0.8019489355807616	0	0	0.719089973537195	0.20423111652336504	ARHGEF12
Mitochondrial pathway of apoptosis: caspases	1/77	0.7527566328275908	0.8019489355807616	0	0	0.719089973537195	0.20423111652336504	HSPA13
Glycerophospholipid metabolism	1/79	0.7615868612804397	0.8101250223939123	0	0	0.7005801461108724	0.19080373638744136	MBOAT2
Apoptosis modulation and signaling	1/80	0.76588332099258	0.813127469642745	0	0	0.6916766848171982	0.18448777038352643	BCL2L1
Phagosome	2/154	0.7667293258685512	0.813127469642745	0	0	0.7183031107179714	0.1907967063947457	RAB5C;ATP6V1E2
Antigen processing and presentation	1/81	0.7701025651585789	0.8154711452812141	0	0	0.682995810055866	0.178420068789009	HSPA5
Response to elevated platelet cytosolic calcium	1/83	0.7783149172941712	0.8229242187378794	0	0	0.6662692464913476	0.16698310273678343	HSPA5
Cell junction organization	1/84	0.7823107194394044	0.8238423334718152	0	0	0.658208252002423	0.16159228341970436	CDH1
ECM-receptor interaction	1/84	0.7823107194394044	0.8238423334718152	0	0	0.658208252002423	0.16159228341970436	RELN
Asparagine N-linked glycosylation	1/85	0.7862346948539862	0.8238423334718152	0	0	0.6503391859537111	0.15640653335547716	DPM2
TGF-beta regulation of skeletal system development	1/85	0.7862346948539862	0.8238423334718152	0	0	0.6503391859537111	0.15640653335547716	ID2
Integrin cell surface interactions	1/85	0.7862346948539862	0.8238423334718152	0	0	0.6503391859537111	0.15640653335547716	CDH1
NOD signaling pathway	1/85	0.7862346948539862	0.8238423334718152	0	0	0.6503391859537111	0.15640653335547716	PRDM1
Hematopoietic cell lineage	1/88	0.7975884221535677	0.8344917670591806	0	0	0.6278173762280871	0.1419887952508076	CD3E
Thymic stromal lymphopoietin (TSLP) pathway	1/90	0.8048214399776225	0.8408045147903329	0	0	0.6136463498838742	0.13324400191287036	CCR5
Neural crest differentiation	1/91	0.8083407030690096	0.8432244536478806	0	0	0.6067970204841713	0.12910920151680522	CDH1
Cell surface interactions at the vascular wall	1/94	0.818523313860173	0.8509292726166082	0	0	0.587132816723734	0.11757534217554926	SLC16A1
Signal transduction	15/1020	0.8206839032131175	0.8509292726166082	0	0	0.8085734120097189	0.15978806059207035	GSK3A;MAP2K2;ARHGEF12;FURIN;AP2B1;FOXO4;OR2T8;CDH1;AKT2;CXCR3;AGO2;CCR5;ATP6V1E2;MAMLD1;AP2M1
RNA polymerase I, RNA polymerase III, and mitochondrial transcription	1/95	0.8217961734114747	0.8509292726166082	0	0	0.5808570070129562	0.11400066842198993	NFIA
Transport of inorganic cations/anions and amino acids/oligopeptides	1/95	0.8217961734114747	0.8509292726166082	0	0	0.5808570070129562	0.11400066842198993	SLC4A4
G-protein signaling pathways	1/95	0.8217961734114747	0.8509292726166082	0	0	0.5808570070129562	0.11400066842198993	PRKCH
Class A GPCRs (rhodopsin-like)	3/253	0.8353028544676415	0.8636390869938301	0	0	0.6536292134831461	0.11762771455139569	CXCR3;CCR5;CMKLR1
Pancreatic secretion	1/101	0.840233486971258	0.8661818740688997	0	0	0.5458379888268157	0.09501700176806568	SLC4A4
Melanogenesis	1/101	0.840233486971258	0.8661818740688997	0	0	0.5458379888268157	0.09501700176806568	MAP2K2
Chromosome maintenance	1/103	0.8459462972005359	0.8707905350037822	0	0	0.5350805126519882	0.08951864865262057	CENPK
Hemostasis pathway	6/468	0.8483002891103205	0.8719332883670596	0	0	0.7056031786909974	0.11608625222168845	PRKCH;SLC16A1;HSPA5;AKT2;KIF4A;GATA1
BDNF signaling pathway	3/261	0.850404300152185	0.8726172815848247	0	0	0.6331003396916645	0.10258972863720382	HSPA5;ID2;HYOU1
Amoebiasis	1/105	0.8514553788930386	0.8726172815848247	0	0	0.5247367855608079	0.08438196914248214	RAB5C
FSH regulation of apoptosis	3/263	0.8539865776309846	0.8739337093712705	0	0	0.6281655142610199	0.0991495206308919	MAP2K3;RAB5C;GNLY
Peptide G-protein coupled receptors	2/192	0.8620390423409977	0.8808882925379583	0	0	0.5735220403951055	0.08514205197366428	CXCR3;CCR5
Glycosaminoglycan metabolism	1/110	0.8643836912886944	0.8819984972247085	0	0	0.5005381579621752	0.07294769115375277	B3GNT7
Neuroactive ligand-receptor interaction	3/272	0.8691963671139494	0.8856201356786024	0	0	0.6068668810826615	0.08507436814454128	GZMA;S1PR1;S1PR5
Fas signaling pathway	1/115	0.8761896549140697	0.8914498520968983	0	0	0.47846221699500147	0.06323964806109085	NFATC3
CXCR4 signaling pathway	1/116	0.8784248707358409	0.892428745486702	0	0	0.4742773864464416	0.061478156394549954	CD3E
Neuronal system	3/283	0.8858788426104344	0.8986139938959082	0	0	0.5826946227929374	0.07060806998976306	GAD1;AP2B1;AP2M1
Gastrin-CREB signaling pathway via PKC and MAPK	2/206	0.8870768670127938	0.8986139938959082	0	0	0.5337782171692206	0.06395924940704682	PRKCH;MAP2K2
Rho GTPase cycle	1/123	0.8929841231798759	0.9032927422064834	0	0	0.44690447843209086	0.05058354367373546	ARHGEF12
Integration of energy metabolism	1/125	0.8968148865985115	0.9058605698927329	0	0	0.43965128852045415	0.047880578672044344	SLC2A1
Cell adhesion molecules (CAMs)	1/133	0.9108181603988004	0.9186813387619556	0	0	0.4128364652107669	0.038563882380926374	CDH1
TNF-alpha effects on cytokine activity, cell motility, and apoptosis	1/135	0.9140121111733212	0.9205782901328996	0	0	0.4066330359376303	0.0365609686763246	CMKLR1
GPCR ligand binding	4/410	0.9386738606726616	0.9440607981801088	0	0	0.5338236314438354	0.033784195632035795	CXCR3;S1PR1;CCR5;S1PR5
Metabolism	21/1615	0.9567870136543081	0.9608992787559743	0	0	0.7034274238453372	0.031073532621425974	ELOVL1;NUP107;UQCRB;GAD1;GMPR;MBOAT2;BPGM;MED27;SDHB;GALNT10;RPIA;DPM2;B3GNT7;NDUFS5;UQCRFS1;BLVRB;ATP6V1E2;ST6GALNAC4;POLR2J;LPIN2;ABCG2
Amino acid metabolism	1/195	0.971257493826798	0.9740364852254441	0	0	0.28000633531071817	0.00816601003077077	PSMD4
Signaling by GPCR	9/977	0.9923700345381341	0.9937877060160456	0	0	0.49603600944510035	0.003799250196001009	PRKCH;MAP2K2;ARHGEF12;AKT2;CXCR3;S1PR1;CCR5;OR2T8;S1PR5
Olfactory transduction	1/432	0.9996303800852071	0.9996303800852071	0	0	0.12449934542249413	4.602594402368567E-5	OR2T8
